order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
3706,1239,235,5,1717.55,15,7299.59
3707,1239,422,5,1677.38,0,8386.9
3708,1239,73,9,1979.95,20,14255.64
3709,1239,333,3,260.98,0,782.94
3710,1240,311,4,944.16,10,3398.98
3711,1240,407,9,1788.45,10,14486.45
3712,1241,431,3,1905.44,10,5144.69
3713,1241,275,5,777.94,20,3111.76
3714,1241,359,6,285.11,5,1625.13
3715,1241,238,1,570.77,20,456.62
3716,1242,395,7,890.1,5,5919.16
3717,1243,181,10,1761.4,20,14091.2
3718,1243,243,10,663.17,0,6631.7
3719,1244,296,10,1291.69,0,12916.9
3720,1244,261,8,1900.12,5,14440.91
3721,1244,395,2,890.1,15,1513.17
3722,1244,405,3,1992.06,15,5079.75
3723,1245,64,4,944.1,5,3587.58
3724,1245,261,3,1900.12,20,4560.29
3725,1245,132,1,1516.96,20,1213.57
3726,1245,462,8,1695.67,0,13565.36
3727,1245,119,2,1274.38,15,2166.45
3728,1246,302,1,303.69,15,258.14
3729,1246,108,2,1686.43,0,3372.86
3730,1246,86,5,90.3,0,451.5
3731,1246,289,10,1557.75,15,13240.88
3732,1247,431,6,1905.44,5,10861.01
3733,1248,415,7,1974.19,20,11055.46
3734,1248,199,7,202.31,20,1132.94
3735,1248,142,8,235.4,0,1883.2
3736,1248,420,7,1987.19,15,11823.78
3737,1248,372,8,1807.78,15,12292.9
3738,1249,309,8,793.8,20,5080.32
3739,1249,282,4,405.66,10,1460.38
3740,1249,326,7,1159.23,0,8114.61
3741,1250,299,3,1169.65,10,3158.06
3742,1251,313,1,86.77,20,69.42
3743,1251,444,4,812.94,5,3089.17
3744,1251,9,5,1432.63,5,6804.99
3745,1251,221,8,586.09,10,4219.85
3746,1252,140,6,137.47,15,701.1
3747,1253,453,7,136.01,10,856.86
3748,1253,426,1,518.6,5,492.67
3749,1253,96,2,1916.16,20,3065.86
3750,1253,266,10,1243.88,10,11194.92
3751,1254,314,8,441.08,0,3528.64
3752,1254,365,6,108.38,10,585.25
3753,1254,422,1,1677.38,10,1509.64
3754,1254,381,1,854.36,0,854.36
3755,1255,453,4,136.01,10,489.64
3756,1255,37,3,1017.66,0,3052.98
3757,1255,84,5,1616.1,0,8080.5
3758,1256,350,9,404.35,10,3275.24
3759,1256,96,10,1916.16,15,16287.36
3760,1257,164,7,5.24,0,36.68
3761,1258,172,8,939.62,0,7516.96
3762,1258,446,8,291.58,20,1866.11
3763,1258,105,2,330.06,15,561.1
3764,1259,141,4,1089.01,0,4356.04
3765,1259,85,2,955.5,10,1719.9
3766,1259,88,3,1410.94,5,4021.18
3767,1259,482,1,1278.54,20,1022.83
3768,1260,223,3,373.46,20,896.3
3769,1260,409,3,1288.43,15,3285.5
3770,1260,79,8,742.82,10,5348.3
3771,1260,340,5,424.39,10,1909.75
3772,1261,37,10,1017.66,0,10176.6
3773,1261,483,9,1339.17,10,10847.28
3774,1261,402,2,1286.55,15,2187.13
3775,1262,398,7,1458.14,10,9186.28
3776,1263,433,2,1911.66,5,3632.15
3777,1263,28,4,770.75,10,2774.7
3778,1263,77,9,1362.58,0,12263.22
3779,1263,8,2,1958.73,0,3917.46
3780,1263,406,8,320.6,20,2051.84
3781,1264,80,1,606.39,10,545.75
3782,1264,253,1,484.47,0,484.47
3783,1264,338,7,854.29,20,4784.02
3784,1264,146,7,1561.84,0,10932.88
3785,1264,272,1,1140.6,10,1026.54
3786,1265,186,8,1555.86,15,10579.85
3787,1266,314,7,441.08,0,3087.56
3788,1266,77,7,1362.58,5,9061.16
3789,1266,212,7,816.57,15,4858.59
3790,1267,362,9,806.81,15,6172.1
3791,1267,472,10,1453.83,5,13811.38
3792,1267,75,6,1908.57,0,11451.42
3793,1267,159,3,673.99,0,2021.97
3794,1267,342,1,195.71,5,185.92
3795,1268,25,2,1494.71,0,2989.42
3796,1268,290,1,1651.41,0,1651.41
3797,1269,153,3,643.2,10,1736.64
3798,1269,64,7,944.1,15,5617.39
3799,1269,85,4,955.5,20,3057.6
3800,1269,7,7,188.98,0,1322.86
3801,1270,108,10,1686.43,15,14334.65
3802,1270,466,3,995.91,5,2838.34
3803,1270,85,6,955.5,5,5446.35
3804,1270,15,4,1288.98,10,4640.33
3805,1271,204,1,1360.89,15,1156.76
3806,1271,146,2,1561.84,20,2498.94
3807,1271,413,2,1170.47,10,2106.85
3808,1271,216,8,558.54,15,3798.07
3809,1272,296,1,1291.69,20,1033.35
3810,1272,376,6,617.32,5,3518.72
3811,1273,267,6,263.17,5,1500.07
3812,1274,338,9,854.29,20,6150.89
3813,1275,56,4,841.29,20,2692.13
3814,1275,439,5,270.73,0,1353.65
3815,1275,120,1,973.47,15,827.45
3816,1276,357,5,1984.25,10,8929.12
3817,1276,484,3,352.13,0,1056.39
3818,1277,242,10,1799.38,20,14395.04
3819,1277,380,9,1114.47,0,10030.23
3820,1277,71,3,973.3,0,2919.9
3821,1277,221,5,586.09,20,2344.36
3822,1277,31,8,1434.35,15,9753.58
3823,1278,343,5,1011.78,15,4300.06
3824,1278,438,1,1206.96,10,1086.26
3825,1278,393,3,706.52,15,1801.63
3826,1278,460,6,1679.81,20,8063.09
3827,1279,160,1,1923.61,15,1635.07
3828,1280,123,7,169.62,10,1068.61
3829,1280,308,3,1628.59,0,4885.77
3830,1280,436,3,1949.99,5,5557.47
3831,1280,52,5,1909.89,0,9549.45
3832,1280,168,2,1586.15,0,3172.3
3833,1281,75,7,1908.57,20,10687.99
3834,1282,433,8,1911.66,0,15293.28
3835,1283,423,1,1390.22,20,1112.18
3836,1283,241,3,1377.82,5,3926.79
3837,1283,131,5,583.3,5,2770.67
3838,1283,20,2,1319.71,5,2507.45
3839,1283,136,7,1543.78,20,8645.17
3840,1284,424,8,1074.36,20,6875.9
3841,1284,454,3,1680.29,5,4788.83
3842,1284,71,7,973.3,10,6131.79
3843,1284,340,9,424.39,0,3819.51
3844,1285,215,6,905.65,0,5433.9
3845,1285,209,4,801.49,0,3205.96
3846,1285,177,3,109.27,20,262.25
3847,1285,398,10,1458.14,20,11665.12
3848,1285,455,4,575.39,15,1956.33
3849,1286,160,4,1923.61,20,6155.55
3850,1287,180,8,769.94,5,5851.54
3851,1287,54,3,706.34,0,2119.02
3852,1287,136,6,1543.78,10,8336.41
3853,1287,382,7,349.54,15,2079.76
3854,1287,326,8,1159.23,15,7882.76
3855,1288,364,9,821.41,15,6283.79
3856,1289,211,1,192.34,5,182.72
3857,1289,7,4,188.98,5,718.12
3858,1289,31,6,1434.35,10,7745.49
3859,1289,397,2,901.83,10,1623.29
3860,1289,9,10,1432.63,20,11461.04
3861,1290,477,10,421.49,0,4214.9
3862,1290,133,4,86.12,15,292.81
3863,1290,491,2,155.59,5,295.62
3864,1290,24,3,1923.55,10,5193.59
3865,1290,355,7,1801.77,0,12612.39
3866,1291,264,8,1131.71,10,8148.31
3867,1291,445,9,1121.11,5,9585.49
3868,1291,66,1,1426.2,15,1212.27
3869,1291,326,9,1159.23,15,8868.11
3870,1292,211,6,192.34,10,1038.64
3871,1292,426,2,518.6,20,829.76
3872,1292,181,4,1761.4,10,6341.04
3873,1292,190,7,1601.79,15,9530.65
3874,1292,160,7,1923.61,20,10772.22
3875,1293,257,5,1269.32,15,5394.61
3876,1293,394,2,1909.29,0,3818.58
3877,1293,335,3,727.32,5,2072.86
3878,1294,101,5,1832.07,20,7328.28
3879,1294,361,7,171.53,20,960.57
3880,1294,368,8,1105.62,10,7960.46
3881,1294,407,1,1788.45,20,1430.76
3882,1295,151,7,1841.2,0,12888.4
3883,1295,152,4,962.85,20,3081.12
3884,1295,80,8,606.39,0,4851.12
3885,1295,22,7,146.76,0,1027.32
3886,1296,190,7,1601.79,5,10651.9
3887,1296,49,3,481.5,20,1155.6
3888,1296,133,10,86.12,20,688.96
3889,1296,449,2,811.99,10,1461.58
3890,1297,334,3,1688.52,15,4305.73
3891,1297,287,1,788.81,0,788.81
3892,1297,67,2,887.13,10,1596.83
3893,1297,218,10,1107.76,10,9969.84
3894,1297,409,5,1288.43,10,5797.94
3895,1298,31,5,1434.35,0,7171.75
3896,1298,352,4,678.95,15,2308.43
3897,1298,170,5,1497.17,15,6362.97
3898,1299,278,8,1759.91,15,11967.39
3899,1299,73,5,1979.95,15,8414.79
3900,1299,409,2,1288.43,15,2190.33
3901,1299,276,4,1707.29,15,5804.79
3902,1300,386,3,1837.39,20,4409.74
3903,1300,69,10,1155.61,0,11556.1
3904,1301,362,7,806.81,5,5365.29
3905,1301,374,6,391.61,15,1997.21
3906,1301,467,4,486.8,15,1655.12
3907,1302,23,3,1041.89,0,3125.67
3908,1303,28,7,770.75,20,4316.2
3909,1304,240,6,412.68,15,2104.67
3910,1304,17,3,1889.41,15,4818.0
3911,1304,416,1,1307.03,0,1307.03
3912,1304,364,6,821.41,5,4682.04
3913,1304,249,7,1989.38,5,13229.38
3914,1305,389,1,1615.81,0,1615.81
3915,1305,473,4,1742.76,10,6273.94
3916,1306,280,7,120.43,5,800.86
3917,1306,445,4,1121.11,15,3811.77
3918,1306,424,10,1074.36,5,10206.42
3919,1306,96,10,1916.16,20,15329.28
3920,1306,54,1,706.34,15,600.39
3921,1307,347,3,1882.84,5,5366.09
3922,1307,213,2,1142.77,0,2285.54
3923,1308,21,8,568.28,5,4318.93
3924,1308,354,5,1886.0,15,8015.5
3925,1308,50,9,1016.82,15,7778.67
3926,1308,126,2,1445.28,20,2312.45
3927,1309,355,5,1801.77,10,8107.97
3928,1309,372,8,1807.78,10,13016.02
3929,1309,95,10,876.51,0,8765.1
3930,1310,436,10,1949.99,20,15599.92
3931,1310,160,2,1923.61,20,3077.78
3932,1310,165,1,1246.99,20,997.59
3933,1310,96,1,1916.16,0,1916.16
3934,1311,242,5,1799.38,20,7197.52
3935,1312,243,2,663.17,20,1061.07
3936,1312,226,7,13.38,15,79.61
3937,1312,57,7,286.07,10,1802.24
3938,1313,247,10,663.61,20,5308.88
3939,1313,42,4,1227.2,10,4417.92
3940,1314,117,1,117.86,20,94.29
3941,1314,465,8,1963.77,20,12568.13
3942,1314,247,9,663.61,0,5972.49
3943,1315,166,5,501.14,10,2255.13
3944,1315,21,3,568.28,20,1363.87
3945,1315,299,6,1169.65,10,6316.11
3946,1316,103,5,525.66,0,2628.3
3947,1316,33,10,1635.02,10,14715.18
3948,1316,193,8,955.86,15,6499.85
3949,1316,258,8,1814.62,20,11613.57
3950,1316,426,4,518.6,0,2074.4
3951,1317,20,7,1319.71,10,8314.17
3952,1317,302,4,303.69,5,1154.02
3953,1317,212,3,816.57,20,1959.77
3954,1317,7,5,188.98,10,850.41
3955,1318,429,3,1387.8,5,3955.23
3956,1318,407,1,1788.45,15,1520.18
3957,1318,461,3,1794.13,10,4844.15
3958,1318,462,5,1695.67,10,7630.52
3959,1319,422,9,1677.38,20,12077.14
3960,1319,158,5,1687.88,10,7595.46
3961,1319,480,6,120.91,20,580.37
3962,1319,450,9,315.46,15,2413.27
3963,1320,44,8,1255.5,0,10044.0
3964,1320,470,8,1427.34,15,9705.91
3965,1321,294,3,1250.57,15,3188.95
3966,1321,208,8,604.73,5,4595.95
3967,1321,413,3,1170.47,5,3335.84
3968,1321,376,8,617.32,5,4691.63
3969,1322,16,8,1447.82,15,9845.18
3970,1323,48,2,1087.91,15,1849.45
3971,1324,80,8,606.39,0,4851.12
3972,1324,89,3,1555.84,10,4200.77
3973,1324,10,7,170.22,5,1131.96
3974,1325,470,3,1427.34,15,3639.72
3975,1325,12,4,657.19,0,2628.76
3976,1325,249,8,1989.38,5,15119.29
3977,1325,351,9,1151.03,10,9323.34
3978,1325,443,10,1361.83,5,12937.38
3979,1326,19,3,1014.29,5,2890.73
3980,1327,164,6,5.24,15,26.72
3981,1328,28,10,770.75,0,7707.5
3982,1328,196,7,1771.74,0,12402.18
3983,1329,371,3,1502.39,15,3831.09
3984,1330,253,10,484.47,15,4118.0
3985,1330,133,5,86.12,0,430.6
3986,1330,251,10,1181.88,20,9455.04
3987,1331,166,5,501.14,15,2129.84
3988,1331,1,1,1904.69,20,1523.75
3989,1331,453,4,136.01,20,435.23
3990,1332,21,7,568.28,15,3381.27
3991,1332,182,1,1197.65,5,1137.77
3992,1332,432,8,1877.27,10,13516.34
3993,1332,53,2,689.48,20,1103.17
3994,1333,383,3,894.66,10,2415.58
3995,1333,475,8,1129.53,15,7680.8
3996,1333,472,6,1453.83,15,7414.53
3997,1334,462,2,1695.67,15,2882.64
3998,1334,278,10,1759.91,10,15839.19
3999,1335,424,8,1074.36,20,6875.9
4000,1335,263,4,70.09,15,238.31
4001,1336,383,4,894.66,5,3399.71
4002,1336,216,1,558.54,20,446.83
4003,1336,87,6,1441.49,15,7351.6
4004,1337,118,2,1880.58,10,3385.04
4005,1338,47,1,1139.95,0,1139.95
4006,1339,489,3,1929.91,10,5210.76
4007,1339,490,7,1869.92,5,12434.97
4008,1340,188,6,89.24,5,508.67
4009,1340,57,1,286.07,20,228.86
4010,1340,91,10,343.2,15,2917.2
4011,1341,393,9,706.52,20,5086.94
4012,1341,276,9,1707.29,20,12292.49
4013,1342,435,4,378.01,20,1209.63
4014,1343,236,5,437.05,0,2185.25
4015,1343,404,2,636.27,5,1208.91
4016,1343,272,4,1140.6,0,4562.4
4017,1343,233,3,164.3,10,443.61
4018,1343,363,6,732.18,10,3953.77
4019,1344,315,2,1405.22,10,2529.4
4020,1344,134,7,1612.67,10,10159.82
4021,1345,332,3,1232.4,0,3697.2
4022,1345,170,3,1497.17,5,4266.93
4023,1345,337,4,191.32,20,612.22
4024,1345,495,10,600.53,5,5705.03
4025,1345,395,1,890.1,5,845.6
4026,1346,63,2,213.85,5,406.31
4027,1346,381,2,854.36,0,1708.72
4028,1346,51,7,1600.55,5,10643.66
4029,1346,496,9,296.21,5,2532.6
4030,1347,186,9,1555.86,20,11202.19
4031,1348,11,9,740.54,0,6664.86
4032,1349,355,7,1801.77,0,12612.39
4033,1350,208,6,604.73,0,3628.38
4034,1351,246,4,1966.08,5,7471.1
4035,1351,269,4,1791.61,15,6091.47
4036,1352,279,9,326.03,10,2640.84
4037,1352,167,3,1773.29,0,5319.87
4038,1352,89,7,1555.84,0,10890.88
4039,1352,274,9,489.89,0,4409.01
4040,1353,245,10,949.55,5,9020.73
4041,1353,305,10,1431.77,10,12885.93
4042,1353,329,5,1734.01,15,7369.54
4043,1353,205,2,1627.61,0,3255.22
4044,1354,15,7,1288.98,15,7669.43
4045,1354,254,2,1763.93,5,3351.47
4046,1354,406,10,320.6,5,3045.7
4047,1354,69,1,1155.61,15,982.27
4048,1354,89,3,1555.84,5,4434.14
4049,1355,437,1,1822.84,0,1822.84
4050,1355,454,7,1680.29,5,11173.93
4051,1355,54,1,706.34,20,565.07
4052,1355,362,8,806.81,10,5809.03
4053,1355,243,5,663.17,20,2652.68
4054,1356,206,8,1459.68,20,9341.95
4055,1356,173,7,1309.81,0,9168.67
4056,1356,235,4,1717.55,10,6183.18
4057,1357,144,2,18.18,0,36.36
4058,1357,124,8,1888.05,5,14349.18
4059,1357,33,1,1635.02,15,1389.77
4060,1357,52,4,1909.89,0,7639.56
4061,1357,54,8,706.34,10,5085.65
4062,1358,35,10,623.26,5,5920.97
4063,1358,227,8,601.2,10,4328.64
4064,1359,2,8,783.28,20,5012.99
4065,1359,149,10,997.4,10,8976.6
4066,1360,458,2,1862.19,5,3538.16
4067,1360,262,1,1216.68,10,1095.01
4068,1360,489,8,1929.91,20,12351.42
4069,1361,163,10,487.37,5,4630.01
4070,1361,356,9,326.62,10,2645.62
4071,1361,30,3,442.11,5,1260.01
4072,1361,177,2,109.27,15,185.76
4073,1361,110,3,222.19,10,599.91
4074,1362,105,7,330.06,0,2310.42
4075,1362,235,2,1717.55,5,3263.34
4076,1362,281,6,1302.78,5,7425.85
4077,1363,261,5,1900.12,5,9025.57
4078,1363,361,7,171.53,10,1080.64
4079,1363,352,6,678.95,20,3258.96
4080,1363,228,3,1384.6,5,3946.11
4081,1364,240,1,412.68,15,350.78
4082,1364,399,1,322.23,10,290.01
4083,1364,12,10,657.19,15,5586.12
4084,1364,69,3,1155.61,20,2773.46
4085,1364,84,2,1616.1,5,3070.59
4086,1365,348,2,1067.35,5,2027.96
4087,1365,214,6,1158.24,10,6254.5
4088,1365,374,1,391.61,10,352.45
4089,1365,430,10,114.65,20,917.2
4090,1366,422,1,1677.38,15,1425.77
4091,1366,30,10,442.11,5,4200.05
4092,1366,160,7,1923.61,15,11445.48
4093,1367,364,4,821.41,0,3285.64
4094,1368,291,2,1997.04,15,3394.97
4095,1368,109,3,620.99,0,1862.97
4096,1368,172,4,939.62,5,3570.56
4097,1369,494,3,1111.82,20,2668.37
4098,1369,201,9,1036.87,0,9331.83
4099,1370,216,1,558.54,15,474.76
4100,1371,5,4,1066.77,0,4267.08
4101,1371,97,8,980.97,0,7847.76
4102,1371,452,1,1934.16,15,1644.04
4103,1371,398,6,1458.14,10,7873.96
4104,1372,275,9,777.94,15,5951.24
4105,1372,238,10,570.77,0,5707.7
4106,1372,457,5,157.88,20,631.52
4107,1373,94,8,1375.3,0,11002.4
4108,1373,241,5,1377.82,10,6200.19
4109,1374,320,4,23.47,20,75.1
4110,1374,260,10,437.01,10,3933.09
4111,1374,330,5,882.41,15,3750.24
4112,1375,381,4,854.36,0,3417.44
4113,1375,406,6,320.6,5,1827.42
4114,1375,153,2,643.2,15,1093.44
4115,1375,21,2,568.28,10,1022.9
4116,1375,9,7,1432.63,15,8524.15
4117,1376,370,8,1755.46,10,12639.31
4118,1376,428,1,1084.4,20,867.52
4119,1376,154,7,1085.71,0,7599.97
4120,1376,134,9,1612.67,0,14514.03
4121,1377,13,10,648.05,10,5832.45
4122,1377,426,3,518.6,20,1244.64
4123,1378,370,10,1755.46,10,15799.14
4124,1378,22,4,146.76,10,528.34
4125,1378,196,5,1771.74,0,8858.7
4126,1378,237,4,1392.56,0,5570.24
4127,1379,136,10,1543.78,20,12350.24
4128,1379,447,5,1575.49,20,6301.96
4129,1379,1,5,1904.69,10,8571.11
4130,1379,500,8,960.63,15,6532.28
4131,1380,308,4,1628.59,20,5211.49
4132,1380,37,3,1017.66,20,2442.38
4133,1380,47,5,1139.95,10,5129.78
4134,1380,44,1,1255.5,5,1192.72
4135,1380,11,8,740.54,15,5035.67
4136,1381,494,5,1111.82,10,5003.19
4137,1381,30,10,442.11,15,3757.94
4138,1381,203,9,651.18,5,5567.59
4139,1381,199,10,202.31,5,1921.94
4140,1381,364,1,821.41,15,698.2
4141,1382,398,5,1458.14,0,7290.7
4142,1382,105,2,330.06,0,660.12
4143,1382,371,5,1502.39,15,6385.16
4144,1382,497,4,96.39,15,327.73
4145,1383,123,7,169.62,5,1127.97
4146,1383,350,7,404.35,10,2547.41
4147,1383,241,1,1377.82,5,1308.93
4148,1383,284,8,266.72,20,1707.01
4149,1384,54,10,706.34,15,6003.89
4150,1384,224,3,1330.03,5,3790.59
4151,1385,82,10,1419.84,15,12068.64
4152,1385,285,10,1677.42,10,15096.78
4153,1385,404,4,636.27,0,2545.08
4154,1385,37,8,1017.66,10,7327.15
4155,1385,11,10,740.54,15,6294.59
4156,1386,133,5,86.12,15,366.01
4157,1386,112,10,983.55,15,8360.17
4158,1386,144,7,18.18,5,120.9
4159,1386,256,3,1890.49,0,5671.47
4160,1386,174,6,1966.68,0,11800.08
4161,1387,372,3,1807.78,15,4609.84
4162,1387,305,5,1431.77,10,6442.97
4163,1387,41,6,1675.16,10,9045.86
4164,1388,55,7,1170.5,0,8193.5
4165,1388,160,8,1923.61,10,13849.99
4166,1388,2,4,783.28,15,2663.15
4167,1389,327,7,1055.38,20,5910.13
4168,1389,198,6,261.49,10,1412.05
4169,1389,482,5,1278.54,0,6392.7
4170,1390,461,10,1794.13,5,17044.24
4171,1390,367,2,602.38,5,1144.52
4172,1390,116,1,761.02,15,646.87
4173,1390,500,7,960.63,5,6388.19
4174,1390,347,3,1882.84,0,5648.52
4175,1391,207,5,1275.81,15,5422.19
4176,1391,329,3,1734.01,0,5202.03
4177,1391,464,1,1929.7,10,1736.73
4178,1391,19,10,1014.29,20,8114.32
4179,1392,274,6,489.89,15,2498.44
4180,1392,14,9,473.49,15,3622.2
4181,1392,465,10,1963.77,10,17673.93
4182,1393,164,4,5.24,0,20.96
4183,1393,119,3,1274.38,5,3631.98
4184,1393,366,1,1588.82,5,1509.38
4185,1394,368,5,1105.62,0,5528.1
4186,1395,145,2,631.13,15,1072.92
4187,1395,439,7,270.73,20,1516.09
4188,1395,72,5,746.15,20,2984.6
4189,1395,144,5,18.18,15,77.27
4190,1395,286,7,1063.82,15,6329.73
4191,1396,219,6,1223.77,15,6241.23
4192,1396,187,5,1183.09,15,5028.13
4193,1397,295,4,1054.79,0,4219.16
4194,1397,371,8,1502.39,5,11418.16
4195,1397,218,10,1107.76,10,9969.84
4196,1397,420,8,1987.19,10,14307.77
4197,1398,444,9,812.94,20,5853.17
4198,1398,10,2,170.22,0,340.44
4199,1398,318,9,167.04,20,1202.69
4200,1399,468,5,1376.14,0,6880.7
4201,1400,351,3,1151.03,0,3453.09
4202,1401,139,5,817.79,10,3680.05
4203,1401,375,8,1516.85,5,11528.06
4204,1401,490,8,1869.92,0,14959.36
4205,1401,46,10,1557.13,15,13235.61
4206,1402,112,10,983.55,10,8851.95
4207,1402,385,9,318.7,15,2438.05
4208,1402,50,8,1016.82,20,6507.65
4209,1402,285,6,1677.42,10,9058.07
4210,1402,98,7,1243.15,20,6961.64
4211,1403,110,7,222.19,20,1244.26
4212,1403,216,4,558.54,5,2122.45
4213,1403,116,8,761.02,0,6088.16
4214,1404,87,8,1441.49,20,9225.54
4215,1404,238,6,570.77,15,2910.93
4216,1404,139,9,817.79,0,7360.11
4217,1405,81,10,1196.09,10,10764.81
4218,1405,413,4,1170.47,5,4447.79
4219,1405,151,10,1841.2,15,15650.2
4220,1405,278,1,1759.91,20,1407.93
4221,1406,260,7,437.01,15,2600.21
4222,1406,370,4,1755.46,10,6319.66
4223,1406,90,10,187.64,5,1782.58
4224,1406,25,8,1494.71,0,11957.68
4225,1407,175,6,1894.26,10,10229.0
4226,1407,154,4,1085.71,20,3474.27
4227,1407,71,4,973.3,0,3893.2
4228,1407,93,10,1171.14,10,10540.26
4229,1408,382,10,349.54,15,2971.09
4230,1408,242,3,1799.38,5,5128.23
4231,1408,217,4,1499.21,0,5996.84
4232,1408,416,8,1307.03,5,9933.43
4233,1409,23,5,1041.89,20,4167.56
4234,1410,60,7,85.07,10,535.94
4235,1411,115,5,1904.75,15,8095.19
4236,1411,435,8,378.01,10,2721.67
4237,1411,134,3,1612.67,10,4354.21
4238,1411,9,8,1432.63,20,9168.83
4239,1411,260,10,437.01,15,3714.59
4240,1412,409,6,1288.43,20,6184.46
4241,1412,219,4,1223.77,20,3916.06
4242,1413,310,1,576.89,15,490.36
4243,1413,294,7,1250.57,0,8753.99
4244,1413,127,1,1406.82,20,1125.46
4245,1414,268,4,1495.39,5,5682.48
4246,1414,427,3,1865.12,5,5315.59
4247,1414,446,3,291.58,15,743.53
4248,1414,345,6,1978.55,15,10090.6
4249,1415,211,4,192.34,15,653.96
4250,1415,454,4,1680.29,0,6721.16
4251,1416,208,6,604.73,5,3446.96
4252,1416,176,6,1289.96,5,7352.77
4253,1416,98,4,1243.15,10,4475.34
4254,1417,185,10,225.13,20,1801.04
4255,1417,163,10,487.37,0,4873.7
4256,1418,58,3,1325.11,10,3577.8
4257,1419,411,4,579.91,15,1971.69
4258,1419,442,10,1798.68,20,14389.44
4259,1419,317,8,192.47,10,1385.78
4260,1419,85,9,955.5,10,7739.55
4261,1420,345,3,1978.55,0,5935.65
4262,1420,339,2,138.91,10,250.04
4263,1421,88,4,1410.94,5,5361.57
4264,1422,262,1,1216.68,0,1216.68
4265,1422,333,4,260.98,20,835.14
4266,1422,69,9,1155.61,20,8320.39
4267,1422,468,2,1376.14,20,2201.82
4268,1423,162,10,968.51,10,8716.59
4269,1424,136,4,1543.78,10,5557.61
4270,1424,90,8,187.64,15,1275.95
4271,1424,140,8,137.47,10,989.78
4272,1424,444,5,812.94,0,4064.7
4273,1424,10,5,170.22,0,851.1
4274,1425,424,6,1074.36,15,5479.24
4275,1425,73,5,1979.95,0,9899.75
4276,1425,31,4,1434.35,15,4876.79
4277,1426,270,1,1961.99,5,1863.89
4278,1427,456,4,1257.34,10,4526.42
4279,1427,238,4,570.77,0,2283.08
4280,1427,34,4,993.89,5,3776.78
4281,1427,414,7,1968.64,5,13091.46
4282,1428,177,5,109.27,5,519.03
4283,1428,319,8,374.53,10,2696.62
4284,1428,67,9,887.13,10,7185.75
4285,1429,324,6,733.38,15,3740.24
4286,1429,253,6,484.47,15,2470.8
4287,1429,203,9,651.18,10,5274.56
4288,1429,250,4,949.62,20,3038.78
4289,1430,359,5,285.11,5,1354.27
4290,1430,473,8,1742.76,10,12547.87
4291,1430,84,5,1616.1,5,7676.47
4292,1430,52,10,1909.89,20,15279.12
4293,1431,273,6,1117.25,5,6368.32
4294,1431,2,1,783.28,20,626.62
4295,1431,303,4,137.82,20,441.02
4296,1431,143,3,1085.6,0,3256.8
4297,1432,405,9,1992.06,5,17032.11
4298,1432,271,7,1231.4,15,7326.83
4299,1432,401,3,1621.16,20,3890.78
4300,1432,158,9,1687.88,10,13671.83
4301,1433,147,7,1034.13,15,6153.07
4302,1433,221,10,586.09,10,5274.81
4303,1433,212,9,816.57,0,7349.13
4304,1434,142,7,235.4,20,1318.24
4305,1434,232,6,124.53,10,672.46
4306,1435,479,4,335.7,5,1275.66
4307,1435,280,8,120.43,0,963.44
4308,1436,455,3,575.39,15,1467.24
4309,1436,95,4,876.51,0,3506.04
4310,1436,187,3,1183.09,20,2839.42
4311,1436,29,4,1896.01,5,7204.84
4312,1436,456,7,1257.34,10,7921.24
4313,1437,457,4,157.88,5,599.94
4314,1437,116,3,761.02,15,1940.6
4315,1437,95,4,876.51,10,3155.44
4316,1437,334,2,1688.52,5,3208.19
4317,1438,278,10,1759.91,0,17599.1
4318,1438,40,5,93.82,10,422.19
4319,1439,102,8,535.23,0,4281.84
4320,1439,478,9,1174.58,15,8985.54
4321,1439,131,1,583.3,0,583.3
4322,1439,55,10,1170.5,10,10534.5
4323,1439,462,10,1695.67,5,16108.86
4324,1440,39,7,1325.21,15,7885.0
4325,1440,68,4,1003.38,20,3210.82
4326,1441,458,5,1862.19,5,8845.4
4327,1441,60,4,85.07,10,306.25
4328,1442,369,9,1191.23,10,9648.96
4329,1443,454,1,1680.29,10,1512.26
4330,1443,232,3,124.53,20,298.87
4331,1443,159,3,673.99,5,1920.87
4332,1443,193,2,955.86,10,1720.55
4333,1443,425,3,1463.51,10,3951.48
4334,1444,173,2,1309.81,15,2226.68
4335,1444,401,7,1621.16,15,9645.9
4336,1445,253,10,484.47,10,4360.23
4337,1445,380,7,1114.47,5,7411.23
4338,1445,251,4,1181.88,10,4254.77
4339,1445,171,6,1444.19,10,7798.63
4340,1445,173,7,1309.81,15,7793.37
4341,1446,216,8,558.54,0,4468.32
4342,1446,30,4,442.11,20,1414.75
4343,1446,356,8,326.62,5,2482.31
4344,1446,10,7,170.22,10,1072.39
4345,1446,288,6,606.76,5,3458.53
4346,1447,472,7,1453.83,15,8650.29
4347,1448,453,10,136.01,20,1088.08
4348,1448,125,1,260.04,0,260.04
4349,1449,95,10,876.51,15,7450.34
4350,1449,349,3,947.77,20,2274.65
4351,1449,441,4,923.9,20,2956.48
4352,1449,192,7,1767.42,10,11134.75
4353,1449,410,9,1678.97,0,15110.73
4354,1450,153,10,643.2,20,5145.6
4355,1451,353,2,1282.68,10,2308.82
4356,1451,361,5,171.53,20,686.12
4357,1451,61,6,1578.88,20,7578.62
