product_id,product_name,category,subcategory,unit_price
456,Palmer Ltd Keyboard,Technology,Keyboard,1257.34
457,"Bradley, Phillips and White Desk",Furniture,Desk,157.88
458,Lambert-Howard Keyboard,Technology,Keyboard,1862.19
459,Lopez Inc Paper,Office Supplies,Paper,318.82
460,"Dickerson, Rogers and Prince Laptop",Technology,Laptop,1679.81
461,Wells-Hernandez Binder,Office Supplies,Binder,1794.13
462,Jordan-Donaldson Paper,Office Supplies,Paper,1695.67
463,"Gardner, Griffith and Merritt Stapler",Office Supplies,Stapler,1232.98
464,"West, Taylor and Hicks Paper",Office Supplies,Paper,1929.7
465,Black-Barnes Bookcase,Furniture,Bookcase,1963.77
466,Baker-Ellison Desk,Furniture,Desk,995.91
467,Smith and Sons Chair,Furniture,Chair,486.8
468,Hill-Tyler Monitor,Technology,Monitor,1376.14
469,Mann Ltd Desk,Furniture,Desk,1780.99
470,"Smith, Fisher and Ward Table",Furniture,Table,1427.34
471,Olson Group Desk,Furniture,Desk,780.97
472,"Allen, Stevens and Gonzalez Table",Furniture,Table,1453.83
473,"Jones, Lopez and Webb Stapler",Office Supplies,Stapler,1742.76
474,Turner-Watkins Keyboard,Technology,Keyboard,276.46
475,Rodriguez Ltd Bookcase,Furniture,Bookcase,1129.53
476,Smith-Parker Paper,Office Supplies,Paper,288.67
477,"Acosta, Morris and Gonzalez Chair",Furniture,Chair,421.49
478,"Leonard, Hale and Carlson Chair",Furniture,Chair,1174.58
479,Combs PLC Paper,Office Supplies,Paper,335.7
480,Johnson-Curry Monitor,Technology,Monitor,120.91
481,"Campos, Lam and Orr Binder",Office Supplies,Binder,341.6
482,Barrett-Hayes Stapler,Office Supplies,Stapler,1278.54
483,Smith Group Chair,Furniture,Chair,1339.17
484,Austin LLC Mouse,Technology,Mouse,352.13
485,Walter-Watkins Keyboard,Technology,Keyboard,1611.09
486,"Rojas, Young and Wilkinson Paper",Office Supplies,Paper,1847.59
487,"Maldonado, Perry and Foster Table",Furniture,Table,589.34
488,Palmer and Sons Table,Furniture,Table,1453.55
489,"Sims, Green and Salazar Table",Furniture,Table,1929.91
490,Long-Foster Table,Furniture,Table,1869.92
491,Rodriguez-Johnson Laptop,Technology,Laptop,155.59
492,Rivera Ltd Laptop,Technology,Laptop,747.92
493,Savage-Gonzales Table,Furniture,Table,1538.39
494,Hoover-Morrison Keyboard,Technology,Keyboard,1111.82
495,"Hawkins, Lowe and Jones Paper",Office Supplies,Paper,600.53
496,Rodriguez and Sons Keyboard,Technology,Keyboard,296.21
497,Lyons-Robertson Keyboard,Technology,Keyboard,96.39
498,Villa-Smith Desk,Furniture,Desk,498.2
499,Schultz-Henson Mouse,Technology,Mouse,1031.1
500,Williams-Cain Monitor,Technology,Monitor,960.63
